"KENYA IEBC ADMINISTRATIVE UNITS - Counties, Constituencies & Wards (2022 General Election)",,,,,,
"Source: Independent Electoral and Boundaries Commission (IEBC) - Registered Voters per County Assembly Ward, 2022 General Election",,,,,,
County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Registered Voters
47,NAIROBI CITY,287,MAKADARA,1431,VIWANDANI,24650
47,NAIROBI CITY,287,MAKADARA,1432,HARAMBEE,36498
47,NAIROBI CITY,287,MAKADARA,1433,MAKONGENI,28658
47,NAIROBI CITY,288,KAMUKUNJI,1434,PUMWANI,39130
47,NAIROBI CITY,288,KAMUKUNJI,1435,EASTLEIGH NORTH,27523
47,NAIROBI CITY,288,KAMUKUNJI,1436,EASTLEIGH SOUTH,28019
47,NAIROBI CITY,288,KAMUKUNJI,1437,AIRBASE,16352
47,NAIROBI CITY,288,KAMUKUNJI,1438,CALIFORNIA,17492
47,NAIROBI CITY,289,STAREHE,1439,NAIROBI CENTRAL,52186
47,NAIROBI CITY,289,STAREHE,1440,NGARA,27816
47,NAIROBI CITY,289,STAREHE,1441,PANGANI,18494
47,NAIROBI CITY,289,STAREHE,1442,ZIWANI/KARIOKOR,16790
47,NAIROBI CITY,289,STAREHE,1443,LANDIMAWE,20436
47,NAIROBI CITY,289,STAREHE,1444,NAIROBI SOUTH,33853
47,NAIROBI CITY,290,MATHARE,1445,HOSPITAL,12512
47,NAIROBI CITY,290,MATHARE,1446,MABATINI,20976
47,NAIROBI CITY,290,MATHARE,1447,HURUMA,23018
47,NAIROBI CITY,290,MATHARE,1448,NGEI,24699
47,NAIROBI CITY,290,MATHARE,1449,MLANGO KUBWA,22765
47,NAIROBI CITY,290,MATHARE,1450,KIAMAIKO,19193
